Ref;Nombre;instalaciones;Dirección;Municipio;Código Municipio;Provincia;Código Provincia;Teléfono
2270;PISTA POLIDEPORTIVA MUNICIPAL CON FRONTÓN;Pista polideportiva con frontón#Mesa ping pong;IBAETA AUZOA S/N ;Ibarrangelu;048;Bizkaia;48;34946276004
2271;ANTIGUO CAMPO FÚTBOL;Campo fútbol;Bº GAINERA S/N ;Olaberria;058;Gipuzkoa;20;34943881434
2272;COMPLEJO DEPORTIVO ARISTRAIN;Squash#Vaso recreativo#Vaso de chapoteo#Frontón#Pista tenis izquierda#Pista polideportiva#Toka#Pista tenis derecha#Pista tenis central;CTRA OLABERRIA (GI-3560) S/N ;Olaberria;058;Gipuzkoa;20;34943805000
2273;CLUB HÍPICO IHURRE;Espacio de hípica;Bº GAINERA S/N ;Olaberria;058;Gipuzkoa;20;
2274;FRONTÓN MUNICIPAL DE BERANTEVILLA;Frontón#Búlder#Rocódromo;C/ DE ABAJO S/N ;Berantevilla;014;Araba/Álava;01;34945337059
2275;FRONTÓN DE LA IGLESIA;Frontón;San Lorentzo s/n ;Ikaztegieta;044;Gipuzkoa;20;34943653329
2276;TENIS DE MESA;Tenis de mesa;Herriko plaza s/n ;Ikaztegieta;044;Gipuzkoa;20;34943653329
2277;BOLERA DE MANZANOS;Juego de bolos;C/ SAN JUAN S/N ;Ribera Baja/Erriberabeitia;047;Araba/Álava;01;34945355085
2278;BOLERA DE QUINTANILLA DE LA RIBERA;;QUINTANILLA DE LA RIBERA S/N ;Ribera Baja/Erriberabeitia;047;Araba/Álava;01;34945355085
2279;PISTA DEPORTIVA BEROZAL;Pista deportiva;PARCELA 1327 S/N ;Ribera Baja/Erriberabeitia;047;Araba/Álava;01;34945355085
2280;GR-1 SENDERO HISTÓRICO;Gr-1;CALLE REAL S/N ;Ribera Baja/Erriberabeitia;047;Araba/Álava;01;34945355085
2281;GIMNASIO DE CALLE;Gimnasio de calle;BENGOLARRA 1 ;Zigoitia;018;Araba/Álava;01;34945464041
2282;PISTA POLIDEPORTIVA ZAITEGI;Pista polideportiva zaitegi;C/ NAGUSIA /N ;Zigoitia;018;Araba/Álava;01;34945464041
2283;CAMPO DE FUTBOL DE ZIGOTIA;;BENGOLARRA 1  1 ;Zigoitia;018;Araba/Álava;01;34945464041
2284;BOLERA DE ONDATEGI;Bolera ondategi;BENGOLARRA 1 ;Zigoitia;018;Araba/Álava;01;34945464041
2285;BOLERA MURUA;Bolera murua;URTEGIETA KALEA 10A ;Zigoitia;018;Araba/Álava;01;34945464041
2286;SL SENDA MURUA;Senda murua;C/ DE PARRATXI S/N ;Zigoitia;018;Araba/Álava;01;34945464041
2287;PR-GI 10 CAMINO DE ASURDARIO;Sendero;Orexa s/n ;Orexa;060;Gipuzkoa;20;34943697413
2288;PR-GI CAMINO DE ULI;Sendero;Orexa s/n ;Orexa;060;Gipuzkoa;20;34943697413
2289;POLIDEPORTIVO MUNICIPAL DE ARMIÑON;Frontón;CALLE LA FUENTE S/N ;Armiñón;006;Araba/Álava;01;34945365088
2290;GR 121 VUELTA A GIPUZKOA;Sendero;Orexa s/n ;Orexa;060;Gipuzkoa;20;34943697413
2291;ROCÓDROMO DE LA PLAZA;Pared eskalada.;Erreboteko plaza 7 ;Orexa;060;Gipuzkoa;20;34943682029
2292;FRONTÓN ERREBOTE-ATZE;Frontón;Errebote plaza s/n ;Orexa;060;Gipuzkoa;20;34943682029
2293;C. Pr. NTRA. SRA. DE LA ANTIGUA;Pista fútbol sala#Pista de tenis#Pista fútbol sala pequeña#Pista baloncesto cubierta#Pista de voleibol#Pista baloncesto #Gimnasio#Frontón 1#Frontón 2;PL. Fueros 5 ;Urduña/Orduña;074;Bizkaia;48;34945384830
2294;CAMPO TIRO CON ARCO EL CALERO;Campo de tiro#Sala de tiro;Sopeña Auzoa 11 ;Abanto y Ciérvana-Abanto Zierbena;002;Bizkaia;48;34946361207
2295;GIMNASIO DE ESTAVILLO;Gimnasio;C/ DE LA PICOTA S/N ;Armiñón;006;Araba/Álava;01;34945365088
2296;URBANIZACIÓN ALAIAK;Piscina#Frontón#Pista de tenis;Higer bidea 9 ;Hondarribia;036;Gipuzkoa;20;34943111284
2297;SL ARRIETA GOI-GOIAN DAGOEN HERRIA;Sendero;LIBANO AUZOA S/N ;Arrieta;010;Bizkaia;48;34946153065
2298;PR-GI 29 GAINTZA-BALIARRAIN-ALTZAGARATE;Sendero;San Juan iturri S/N ;Baliarrain;904;Gipuzkoa;20;34943889003
2299;SL-Gi 14 MONTES DE BALIARRAIN;Sendero;Andra Mari Zeruratzearen enparantza s/n ;Baliarrain;904;Gipuzkoa;20;34943697413
2300;PARQUE SALUDABLE EL CERRO;Parque saludable;C/ El Cerro s/n ;Abanto y Ciérvana-Abanto Zierbena;002;Bizkaia;48;34946361207
2301;PARQUE SALUDABLE;Parque saludable;C/ Antonio Trueba s/n ;Abanto y Ciérvana-Abanto Zierbena;002;Bizkaia;48;34946361207
2302;FRONTÓN-CARREJO MUNICIPAL;Frontón#Carrejo de arrastre;LIBANO AUZOA S/N ;Arrieta;010;Bizkaia;48;34946153065
2303;BOLERA SANFUENTES;Bolera;Barrio Sanfuentes s/n ;Abanto y Ciérvana-Abanto Zierbena;002;Bizkaia;48;34946361207
2304;CARRIL BICI;Carril bici;Plaza de Bizkaia S/N ;Abanto y Ciérvana-Abanto Zierbena;002;Bizkaia;48;34946361207
2305;PISTA DEPORTIVA DE ESTAVILLO;Pista deportiva;PLAZA DE LA IGLESIA S/N ;Armiñón;006;Araba/Álava;01;34945365088
2306;CARREJO ARRASTRE MUNICIPAL;Carrejo de arrastre;JAINKO OLEAGA AUZOA S/N ;Arrieta;010;Bizkaia;48;34946153065
2307;FRONTON DE SANFUENTES;Frontón;Barrio San Fuentes s/n ;Abanto y Ciérvana-Abanto Zierbena;002;Bizkaia;48;34946361207
2308;FRONTÓN DE LA IGLESIA;Frontón;Elizondo auzoa 1 ;Lizartza;054;Gipuzkoa;20;34943670700
2309;ZONA MULTIDEPORTIVA ZUBIAUR;Pista de tenis#Pista de skate#Pista polideportiva;Komeleta etorbidea s/n ;Orozko;075;Bizkaia;48;34946339633
2310;FRONTÓN AZTINONDO;Frontón#Bulder;Plaza Soro 2 ;Lizartza;054;Gipuzkoa;20;34943670700
2311;GR 98;Sendero;KIPUTXENE AUZOA S/N ;Arrieta;010;Bizkaia;48;34946153065
2312;BOLERA GORBEA;;CTRA. MIÑANO MAYOR  S/N ;Zigoitia;018;Araba/Álava;01;34945460746
2313;BOLERA DE GOPEGUI;;GORBEA ETORBIDEA S/N ;Zigoitia;018;Araba/Álava;01;34945464041
2314;BOLERA DE ETXAGUEN;Bolera de etxaguen;C/ DE OKETA S/N ;Zigoitia;018;Araba/Álava;01;34945464041
2315;ALBERGUE IÑAKI GOIKURIA;Campo de futbol;CTRA. SARRIA-MARKINA 3 ;Zuia;063;Araba/Álava;01;34944008060
2316;PISTA POLIDEPORTIVA GUILLERNA;Pista polideportiva ;C/ LASTRA S/N ;Zuia;063;Araba/Álava;01;34945430366
2317;PISTA POLIDEPORTIVA AMETZAGA;Pista polideportiva ;C/ DE TXIMISO S/N ;Zuia;063;Araba/Álava;01;34945430366
2318;GR-34 DONOSTIA - ARANTZAZU;Sendero;ANTIOKO BASELIZA S/N ;Zumarraga;080;Gipuzkoa;20;34943729022
2319;BOLERA DE APODAKA;Bolera de apodaka;BEHEKO ETXALDE KALEA S/N ;Zigoitia;018;Araba/Álava;01;34945464041
2320;PR-BI 163 RECORRIDO POR UN ARROYO;Sendero;HERRIKO PLAZA S/N ;Gautegiz Arteaga;041;Bizkaia;48;34946252953
2321;CARRIL BICI DEL UROLA;Carril bici;CAMINO ETXEBERRI S/N ;Zumarraga;080;Gipuzkoa;20;34943729022
2322;FRONTÓN MUNICIPAL;Frontón;HERRIKO PLAZA S/N ;Gautegiz Arteaga;041;Bizkaia;48;34946252953
2323;RUTAS POR EL VALLE DEL HIERRO;Ruta 1 'burdinolen taupadak'#Ruta 2 'egun bat 50eko hamarkadan: langileen ibilbidea';PL. EUSKAL HERRIA S/N ;Legazpi;051;Gipuzkoa;20;34943730428
2324;PARQUE SALUDABLE EN LA CALLE SAN ROMAN;Parque saludable;Calle San Roman 6 ;Abanto y Ciérvana-Abanto Zierbena;002;Bizkaia;48;34946365336
2325;C.P. IMAZ BERTSOLARIA;Pista polivalente;Altzo Muino 160 ;Altzo;007;Gipuzkoa;20;34943650086
2326;BOLERA DE APRIKANO;Bolera;APRIKANO S/N ;Kuartango;020;Araba/Álava;01;34945362600
2327;BOLERA DE VILLAMANCA;;VILLAMANCA S/N ;Kuartango;020;Araba/Álava;01;34945362600
2328;FRONTÓN DESCUBIERTO;Frontón ;Plaza Nagusia s/n ;Otxandio;072;Bizkaia;48;34945450503
2329;LOCAL MUNICIPAL;;Barrio Moyordin s/n ;Zaratamo;097;Bizkaia;48;34946710052
2330;PR-GI 10 CAMINO DE ASURDARIO;Sendero;Askatasunaren Plaza  1 ;Lizartza;054;Gipuzkoa;20;34943670700
2331;PARQUE SALUDABLE;Parque saludable;ELEIZONDO KALEA S/N ;Morga;066;Bizkaia;48;34946252270
2332;C.E.I.P. VALLE DE OROZKO;Pista polideportiva cubierta#Gimnasio#Sala de psicomotricidad;C/ Ibaiondo 6 ;Orozko;075;Bizkaia;48;34946339615
2333;PISTA POLIDEPORTIVA MUNICIPAL;Pista polideportiva;ELEIZONDO  S/N ;Morga;066;Bizkaia;48;34946252270
2334;CARREJO ARRASTRE MUNICIPAL;Carrejo de arrastre;LEHENDAKARI AGIRRE PLAZA S/N ;Morga;066;Bizkaia;48;34926252270
2335;FRONTÓN MUNICIPAL;Pista polideportiva con frontón#Frontón de calentamiento#Sala de spinning;C/ Gran Vía 13  ;Urduña/Orduña;074;Bizkaia;48;34945384197
2336;FRONTÓN ANTIGUO;Frontón;Andra Mari Zeruratzearen enparantza 9 ;Baliarrain;904;Gipuzkoa;20;34943889003
2337;C.E.I.P. ARRANKUDIAGA;Gimnasio;Bº Elexalde 22 ;Arrankudiaga;009;Bizkaia;48;34946481832
2338;ZONA DE CAZA CONTROLADA;Zona de caza controlada;MORGAONDO S/N ;Morga;066;Bizkaia;48;34946252270
2339;PR BI 172;Sendero;MORGAONDO AUZOA S/N ;Morga;066;Bizkaia;48;34946252270
2340;FRONTÓN ZOLLO;Frontón;Bº Zollo s/n ;Arrankudiaga;009;Bizkaia;48;34946481712
2341;FRONTÓN MUNICIPAL;Frontón;MEAKAUR AUZOA S/N ;Morga;066;Bizkaia;48;34946252270
2342;RUTA BTT 16 DEABARRENA BIRA;Circuito btt;Bº EZOZIA S/N ;Soraluze-Placencia de las Armas;065;Gipuzkoa;20;34943747356
2343;RUTA BTT 08 KARAKATE;Circuito btt;ALTO KARAKATE S/N ;Soraluze-Placencia de las Armas;065;Gipuzkoa;20;34943747356
2344;PARQUE SALUDABLE;Parque saludable;TXORROKOPUNTA  IBILTOKIA KALEA S/N ;Mundaka;068;Bizkaia;48;34946177200
2345;CARRIL BICI DEL DEBA;Carril bici;Pº DEL TREN GABOLATZ ALTO S/N ;Soraluze-Placencia de las Armas;065;Gipuzkoa;20;34943753043
2346;BOLERA S.ANDRES;Bolera;Bº S.ANDRES S/N ;Soraluze-Placencia de las Armas;065;Gipuzkoa;20;34943753043
2347;FRONTÓN S.ANDRES;Frontón;Bº S.ANDRES S/N ;Soraluze-Placencia de las Armas;065;Gipuzkoa;20;34943753043
2348;CEIP PLAENTXI;Pista fútbol#Pista cubierta#Sala psicomotricidad;C/ ESTACIÓN 11 ;Soraluze-Placencia de las Armas;065;Gipuzkoa;20;34943751937
2349;FRONTÓN DE UNA PARED;Frontón;C/ SANTA ANA S/N ;Soraluze-Placencia de las Armas;065;Gipuzkoa;20;34943753043
2350;CENTRO DEPORTIVO MUNICIPAL ALEJANDRO MALLONA;Sala polivalente;PORTUA S/N ;Mundaka;068;Bizkaia;48;34946177200
2351;FRONTÓN DE ARRIBA;Frontón;C/ FRONTÓN S/N ;Soraluze-Placencia de las Armas;065;Gipuzkoa;20;34943753043
2352;BOLERA DE ESTAVILLO;Bolera;ESTAVILLO S/N ;Armiñón;006;Araba/Álava;01;34945365088
2353;FRONTÓN MUNICIPAL CUBIERTO;Frontón;C/ FRONTÓN S/N ;Soraluze-Placencia de las Armas;065;Gipuzkoa;20;34943753043
2354;BOLERA DE ARMIÑON;;ARMIÑON S/N ;Armiñón;006;Araba/Álava;01;34945365088
2355;RUTA JURADERA;Sendero;BEKO TALA S/N ;Mundaka;068;Bizkaia;48;34946177200
2356;PISTA POLIDEPORTIVA;Pista polideportiva;C/ FRONTÓN S/N ;Soraluze-Placencia de las Armas;065;Gipuzkoa;20;34943753043
2357;VUELTA A LA BIOSFERA DE LA RESERVA DE URDAIBAI;Sendero;FLORENTINO LARRINAGA KALEA S/N ;Mundaka;068;Bizkaia;48;34946177200
2358;PR BI 176 SENDERO DE LAS LAMIAS;Sendero;BEKO TALA S/N ;Mundaka;068;Bizkaia;48;34946177200
2359;FRONTÓN UR GAIN;Frontón;PL ZAHARRA S/N ;Soraluze-Placencia de las Armas;065;Gipuzkoa;20;34943753043
2360;CAMPO DE FÚTBOL EZOZIA;Campo fútbol;Bº EZOZIA S/N ;Soraluze-Placencia de las Armas;065;Gipuzkoa;20;34943753043
2361;POLIDEPORTIVO ARANE;Vaso deportivo#Pista polideportiva cubierta con frontón#Sala musculación#Sala polivalente p1#Sala polivalente p2#Sala spinning#Sala aerobic;C/ BALTEGIETA 2 ;Soraluze-Placencia de las Armas;065;Gipuzkoa;20;34943752466
2362;GR 38 RUTA DEL VINO Y EL PESCADO;Sendero;BARRIO DE ALTAMIRA S/N ;Busturia;021;Bizkaia;48;34946870050
2363;CAMPO DE FÚTBOL ITSAS ADAR;Campo de fútbol;AXPE AUZOA S/N ;Busturia;021;Bizkaia;48;34946870050
2364;FRONTÓN CUBIERTO MUNICIPAL;Frontón;AXPE AUZOA S/N ;Busturia;021;Bizkaia;48;34946870050
2365;FRONTÓN MUNICIPAL;Frontón;AXPE AUZOA S/N ;Busturia;021;Bizkaia;48;34946870050
2366;SL SENDA LOS ARRIEROS;Sendero local;BARRIO DE BENGARA S/N ;Arraia-Maeztu;037;Araba/Álava;01;34945410502
2367;SL SENDA LARRABILA;Senda local;BARRIO DE BENGARA S/N ;Arraia-Maeztu;037;Araba/Álava;01;34945410502
2368;PR-A 74 APELLANIZ-RÍO BERROZI;Pequeño recorrido;BARRIO DE BENGARA S/N ;Arraia-Maeztu;037;Araba/Álava;01;34945410033
2369;ZONA DEPORTIVA DE LAS CARRERAS;Pista tenis#Pista polideportiva;Barrio Las Carreras s/n ;Abanto y Ciérvana-Abanto Zierbena;002;Bizkaia;48;34946361207
2370;FRONTON TXIKITO DE GALLARTA;Sala squash derecha#Sala squash izquierda#Frontón;Paseo Blasco Ibañez s/n ;Abanto y Ciérvana-Abanto Zierbena;002;Bizkaia;48;34946361207
2371;CARREJO ARRASTRE MUNICIPAL;Carrejo de arrastre;AXPE AUZOA S/N ;Busturia;021;Bizkaia;48;34946870050
2372;POLIDEPORTIVO URBIGAIN;Pista polideportiva con frontón#Rocódromo#Sala polivalente;CALLE DE POBES S/N ;Erriberagoitia/Ribera Alta;046;Araba/Álava;01;34945362021
2373;FRONTON DE LAS CARRERAS;Frontón;Barrio Las Carreras s/n ;Abanto y Ciérvana-Abanto Zierbena;002;Bizkaia;48;34946368028
2374;SALA MULTIUSOS AINGERUBIDE;Sala polivalente;AXPE AUZOA S/N ;Busturia;021;Bizkaia;48;34946870050
2375;PR-A 60 VIRGALA MAYOR-AZACETA;Pequeño recorrido;CARRETERA VITORIA - ESTELLA  s/n ;Arraia-Maeztu;037;Araba/Álava;01;34945410033
2376;PISCINAS MUNICIPALES;Sala polivalente#Pista padel derecha#Pista padel izquierda#Vaso grande#Vaso pequeño#Sala polivalente gimnasio;Calle El Cerro s/n ;Abanto y Ciérvana-Abanto Zierbena;002;Bizkaia;48;34946361207
2377;CUEVA SAN PEDRO;Cueva;AXPE AUZOA S/N ;Busturia;021;Bizkaia;48;34946870050
2378;PR-A 59 CAMPANAS DE ARBURU;Pequeño recorrido ;C/ LA ESTACION S/N ;Arraia-Maeztu;037;Araba/Álava;01;34945410033
2379;PR-A 58 MAEZTU-ZIKUIANO-SABANDO-ROITEGI;Pequeño recorrido;CALLE DE LA ESTACIÓN S/N ;Arraia-Maeztu;037;Araba/Álava;01;34945410033
2380;GR 98 'VUELTA A LA RESERVA DE LA BIOSFERA DE URDABAI;Sendero;SAN KRISTOBAL AUZOA S/N ;Busturia;021;Bizkaia;48;34946870050
2381;CAMINO REAL SUKARRIETA-BUSTURIA;Sendero;BARRIO DE AXPE S/N ;Busturia;021;Bizkaia;48;34946870050
2382;PISTA POLIDEPORTIVA MUNICIPAL;Pista polideportiva;SAN KRISTOBAL AUZOA S/N ;Busturia;021;Bizkaia;48;34946870050
2383;GR-282 SENDA DEL PASTOREO;Gr 282. 4;PARQUE DE OSTUÑO S/N ;Urkabustaiz;054;Araba/Álava;01;34945437080
2384;FRONTÓN ELEIZALDE;Frontón;ELEJALDE AUZOA S/N ;Forua;906;Bizkaia;48;34946255116
2385;SL ALTAMIRA-S.KRISTOBAL-URKITXEPE-S.ANTONIO-ITSASBEGI;Sendero;BARRIO DE ALTAMIRA S/N ;Busturia;021;Bizkaia;48;34946870050
2386;BOLERA DE ANUCITA;;ANUCITA S/N ;Erriberagoitia/Ribera Alta;046;Araba/Álava;01;
2387;SENDERO MONTE LA CALZADA Y CASCADA DE GUJULI;"Monte ""la calzada"" y cascada de gujuli.";PARQUE DE ORSTUÑO S/N ;Urkabustaiz;054;Araba/Álava;01;34945437080
2388;SL ALTAMIRA-S.BARTOLOME-AXPE-RAMONA JATETXEA;Sendero;BARRIO DE ALTAMIRA S/N ;Busturia;021;Bizkaia;48;34946870050
2389;BOLERA DE ORMIJANA;;ORMIJANA S/N ;Erriberagoitia/Ribera Alta;046;Araba/Álava;01;
2390;BOLERA DE BARRÓN;;BARRÓN S/N ;Erriberagoitia/Ribera Alta;046;Araba/Álava;01;
2391;BOLERA;Bolera;CALLE DE ARTAZA S/N ;Erriberagoitia/Ribera Alta;046;Araba/Álava;01;34945362021
2392;BOLERA DE ARBIGANO;;ARBIGANO S/N ;Erriberagoitia/Ribera Alta;046;Araba/Álava;01;
2393;BOLERA DE BASQUIÑUELAS;;BASQUIÑUELAS S/N ;Erriberagoitia/Ribera Alta;046;Araba/Álava;01;
2394;BOLERA DE CAICEDO-SOPEÑA;;CAICEDO-SOPEÑA S/N ;Erriberagoitia/Ribera Alta;046;Araba/Álava;01;
2395;ZONA DE CAZA CONTROLADA;Zona de caza controlada;ALTAMIRA S/N ;Busturia;021;Bizkaia;48;34946870050
2396;INSTALACIONES DEPORTIVAS PARQUE OSTUÑO;Campo de fútbol#Pista de tenis#Tenis de mesa#Piscina grande#Piscina pequeña;PARQUE NATURAL DE OSTUÑO S/N ;Urkabustaiz;054;Araba/Álava;01;34945437080
2397;PUERTO DE LA BENEDICTA;Puerto;La Benedicta portua s/n ;Sestao;084;Bizkaia;48;34944729031
2398;FRONTÓN  JOLAS LEKU;Frontón#Sala gimnasia;C/ DE LA ESTACIÓN S/N ;Urkabustaiz;054;Araba/Álava;01;34945437080
2399;CP LA REDONDA;;Sotera de la Mier 12 ;Sestao;084;Bizkaia;48;34944729031
2400;KARATE CLUB SHIRO;;Miguel de Servet 0 ;Sestao;084;Bizkaia;48;34944729031
2401;GIMNASIO AKA;;Sotera de la Mier 16 ;Sestao;084;Bizkaia;48;34944729031
2402;BOLERA PORTOPIN;;Parque Portopin s/n ;Sestao;084;Bizkaia;48;34944729031
2403;GR-123;Sendero;MARISMAKO PARKEA S/N ;Sukarrieta;076;Bizkaia;48;34946870715
2404;BOLERA DE ANTEZANA DE LA RIBERA;;ANTEZANA DE LA RIBERA S/N ;Erriberagoitia/Ribera Alta;046;Araba/Álava;01;
2405;BOLERA;Bolera;CALLE DE HEREÑA S/N ;Erriberagoitia/Ribera Alta;046;Araba/Álava;01;34945362021
2406;RUTA DE LOS DOLMENES;Sendero;ANDA S/N ;Kuartango;020;Araba/Álava;01;34945362600
2407;RUTA DE MARINDA;Sendero;SENDADIANO S/N ;Kuartango;020;Araba/Álava;01;34945362600
2408;BOLERA;Bolera;CALLE DE PAUL S/N ;Erriberagoitia/Ribera Alta;046;Araba/Álava;01;34945362021
2409;RUTA DE LOS YARTOS;Sendero;ANDAGOIA S/N ;Kuartango;020;Araba/Álava;01;34945362600
2410;BOLERA MUNICIPAL;Bolera;CALLE DE POBES S/N ;Erriberagoitia/Ribera Alta;046;Araba/Álava;01;34945362021
2411;RUTA DE LAS PEÑAS COLORADAS;Sendero;ARRIANO S/N ;Kuartango;020;Araba/Álava;01;34945362600
2412;GR 98 'VUELTA A LA RESERVA DE LA BIOSFERA DE URDABAI;Sendero;ABIÑA AUZOA S/N ;Sukarrieta;076;Bizkaia;48;34946870715
2413;PARQUE SALUDABLE DEL PUERTO;Parque saludable;Benedicta portua s/n ;Sestao;084;Bizkaia;48;34944729031
2414;PISTAS DE PETANCA;Pista petanca primera#Pista petanca segunda#Pista petanca tercera#Pista petanca cuarta;Calle de Alonso de Ercilla 0 ;Sestao;084;Bizkaia;48;34944729031
2415;POLIDEPORTIVO ALDIRI;Pista polideportiva cubierta#Sala polivalente#Sala pilates#Sala musculación#Sala spinning#Rocódromo;C/ NEKOALDE S/N ;Urretxu;077;Gipuzkoa;20;34943038092
2416;PISCINAS MUNICIPALES DE KUARTANGO;Piscina grande#Piscina pequeña;ZUAZO DE KUARTANGO S/N ;Kuartango;020;Araba/Álava;01;34945362600
2417;GIMNASIO MUNICIPAL DE KUARTANGO;Gimnasio;ZUAZO DE KUARTANGO S/N ;Kuartango;020;Araba/Álava;01;34945362600
2418;BOLERA MUNICIPAL DE KUARTANGO;Bolera;ZUAZO DE KUARTANGO S/N ;Kuartango;020;Araba/Álava;01;34945362600
2419;C.Pr.-EDIFICIO LICEO URRETXU-ZUMARRAGA;Gimnasio#Pista polideportiva;C/ LABEAGA 25 ;Urretxu;077;Gipuzkoa;20;34943722112
2420;C.P. ZUMADI;Pista polivalente#Frontón;Eliz kalea 2 ;Amezketa;008;Gipuzkoa;20;34943654022
2421;BOLERA DE ZAITEGI;Bolera zaitegi;C/ NAGUSIA S/N ;Zigoitia;018;Araba/Álava;01;34945464041
2422;BOLERA DE ERIBE;;C/ BENGOLARRA 1 ;Zigoitia;018;Araba/Álava;01;34945464041
2423;PISTA POLIDEPORTIVA MURGIA;Pista polideportiva ;C/ DE AÑUETA 5 ;Zuia;063;Araba/Álava;01;34945430366
2424;PR BI 164 VUELTA AL MONTE ARMENDUA;Sendero;HERRIKO PLAZA S/N ;Gautegiz Arteaga;041;Bizkaia;48;34946252953
2425;GR 98 'VUELTA A LA RESERVA DE LA BIOSFERA DE URDABAI;Sendero;HERRIKO PLAZA S/N ;Gautegiz Arteaga;041;Bizkaia;48;34946252953
2426;FRONTÓN ZELAI ARISTI;Frontón;PL. ZELAI ARISTI ZUHAZTIA S/N ;Zumarraga;080;Gipuzkoa;20;34943729022
2427;GRANJA ESCUELA BARATZE;Pista futbol sala#Pista baloncesto#Vaso recreativo;BASETXETAS AUZOA. OXIÑA BASERRIA S/N ;Gautegiz Arteaga;041;Bizkaia;48;34946255606
2428;FRONTÓN ZUBIAUR;Frontón ;PL. Zubiaur s/n ;Orozko;075;Bizkaia;48;34946339633
2429;RED DE CARRILES BICICLETA;Carril bici;Tolosa s/n ;Tolosa;071;Gipuzkoa;20;34943654466
2430;FRONTÓN DEL BATZOKI;Frontón;Zumalakarregi kalea 1 ;Tolosa;071;Gipuzkoa;20;34943654466
2431;BOLERA GUILLERNA;Bolera ;C/ DE GUSTINZA S/N ;Zuia;063;Araba/Álava;01;34945430366
2432;BOLERA;Bolera;HERRIKO PLAZA S/N ;Gabiria;038;Gipuzkoa;20;34943880734
2433;GR-38.3 AULESTI-LEKEITIO;Sendero;MUNITIBAR AUZOA S/N ;Munitibar-Arbatzegi Gerrikaitz;007;Bizkaia;48;34946164007
2434;CAMPO DE FÚTBOL DE LA PLAZA;Campo de fútbol;Txirrita gudarien plaza s/n ;Lizartza;054;Gipuzkoa;20;34943670700
2435;FRONTÓN DEL PUEBLO;Frontón;C/ DE LA ERMITA S/N ;Urkabustaiz;054;Araba/Álava;01;34945437080
2436;GR-20 VUELTA DE ARALAR;Sendero;Larraitz auzoa s/n ;Abaltzisketa;001;Gipuzkoa;20;
2437;SL-GI 7 CAMINO DE LARRAITZ;Sendero;Larraitz auzoa s/n ;Abaltzisketa;001;Gipuzkoa;20;34943652900
2438;PROBADERO;Probadero;C/ BARRENKALE S/N ;Urretxu;077;Gipuzkoa;20;34943038080
2439;BOLERA DE GUJULI;Bolera;CAMINO DE ONDONA S/N ;Urkabustaiz;054;Araba/Álava;01;34945437080
2440;BOLERA DE BELUNZA;Bolera;C/ DE AGUIRZA S/N ;Urkabustaiz;054;Araba/Álava;01;34945437080
2441;BOLERA DE ABORNICANO;Bolera;C/ DE ERROTABIDE s/n ;Urkabustaiz;054;Araba/Álava;01;34945437080
2442;BOLERA ABECIA;Bolera;BARRIO DE ABECIA  S/N ;Urkabustaiz;054;Araba/Álava;01;34945437080
2443;FRONTÓN DE ROITEGUI;Frontón;C/ DE SAN PEDRO S/N ;Arraia-Maeztu;037;Araba/Álava;01;34945410033
2444;FRONTÓN ATAURI;Frontón ;BARRIO DE ABAJO S/N ;Arraia-Maeztu;037;Araba/Álava;01;34945410033
2445;C.E.I.P. MAESTU;Gimnasio#Pista polideportiva#Pista polideportiva cubierta;C/ FRONTÓN   S/N ;Arraia-Maeztu;037;Araba/Álava;01;34945410141
2446;BOLERA DE AZACETA;;C/ DEL EBRO 14 ;Arraia-Maeztu;037;Araba/Álava;01;34945410033
2447;SALA POLIVALENTE EL ARETO;Sala polivalente;TORRE BARRI KALEA SN ;Forua;906;Bizkaia;48;34946255180
2448;PISTA POLIDEPORTIVA MUNICIPAL CON FRONTÓN;Pista polideportiva con frontón;TORRE BARRI KALEA S/N ;Forua;906;Bizkaia;48;34946255180
2449;IES TXINDOKI;Gimnasio#Pista fútbol#Tenis mesa;Bº UGARTEMENDI 6 ;Beasain;019;Gipuzkoa;20;34943880753
2450;CAMPO DE FÚTBOL DE ZAMBRANA;Zelaia;ZAMBRANA S/N ;Zambrana;062;Araba/Álava;01;34945337014
2451;SKATE-PARK;Skate-park;C/ PEATEGI 1 ;Beasain;019;Gipuzkoa;20;34943028050
2452;ZONA DE CAZA CONTROLADA;Zona de caza controlada;URBERUAGA SN ;Forua;906;Bizkaia;48;34946255180
2453;CAMPO DE TIRO BARRUTI;Campo de tiro;Bº ERREKALDE S/N ;Olaberria;058;Gipuzkoa;20;34943881434
2454;GR-1 SENDERO HISTÓRICO;Sendero;CALLE MAYOR S/N ;Berantevilla;014;Araba/Álava;01;34945337059
2455;CEIP. GORBEIA ESKOLA;Sala de educación física cubierta#Sala de psicomotricidad#Pista exterior;GORBEA ETORBIDEA S/N ;Zigoitia;018;Araba/Álava;01;34945464257
2456;PISTA DEPORTIVA DE SANTURDE;Pista deportiva;CALLE PRINCIPAL S/N ;Berantevilla;014;Araba/Álava;01;34945337059
2457;C.Pr. SAN JUAN BAUTISTA;Sala polivalente#Pista polideportiva futbol izquierda#Pista polideportiva baloncesto grande#Pista polideportiva baloncesto pequena#Pista polideportiva grande#Pista polideportiva futbol derecha;Barrio San Juan 42 ;Muskiz;071;Bizkaia;48;34946706176
